ifam,ID,OnlineManual13,isOut,whyOut,sex,zygosity,tn_BFI1,tn_BFI2,tn_BFI3,tn_BFI4,tn_BFI5,tn_BFI6,tn_BFI7,tn_BFI8,tn_BFI9,tn_BFI10,tn_BFI11,tn_BFI12,tn_BFI13,tn_BFI14,tn_BFI15,tn_BFI16,tn_BFI17,tn_BFI18,tn_BFI19,tn_BFI20,tn_BFI21,tn_BFI22,tn_BFI23,tn_BFI24,tn_BFI25,tn_BFI26,tn_BFI27,tn_BFI28,tn_BFI29,tn_BFI30,tn_BFI31,tn_BFI32,tn_BFI33,tn_BFI34,tn_BFI35,tn_BFI36,tn_BFI37,tn_BFI38,tn_BFI39,tn_BFI40,tn_BFI41,tn_BFI42,tn_BFI43,tn_BFI44,tn_PDS3,tn_PDS4,tn_PDS5,tn_PDS6_Female,tn_PDS7_Male,tn_PDS8_Female,tn_PDS9_Male,tn_PDS10_Female,tn_PDS12_Male,EMPQ_emotional,EMPQ_cognitive,EMPQ_IRI_motiv,tn_BFI6_Rev,tn_BFI21_Rev,tn_BFI31_Rev,tn_BFI2_Rev,tn_BFI12_Rev,tn_BFI27_Rev,tn_BFI37_Rev,tn_BFI8_Rev,tn_BFI18_Rev,tn_BFI23_Rev,tn_BFI43_Rev,tn_BFI9_Rev,tn_BFI24_Rev,tn_BFI34_Rev,tn_BFI35_Rev,tn_BFI41_Rev,EXTRAVERSION,AGREEABLE,CONSCIENTIOUS,NEUROTICISM,OPENESS
3126,4,2,0, ,1,2,2,3,4,2,3,4,4,2,4,5,4,1,4,3,4,4,5,4,5,5,5,3,2,1,5,2,5,5,3,5,5,4,4,3,3,3,3,3,2,4,4,4,5,1, , , , , , , , , ,4.33333333333333,4,4,2,1,1,3,5,1,3,4,2,4,1,2,5,3,3,2,2.375,3.55555555555556,3.44444444444444,3.125,3.7
3129,1,0,0, ,1,1,4,3,4,1,4,3,4,2,4,4,4,3,5,3,3,4,5,1,2,4,2,4, ,3,4,5,1,5,1,3,1,4,4,4,2,5,2,4,2,4,4,4,2,4,3,3,3, ,1, ,2, ,2,3.36363636363636,3.66666666666667,3.5,3,4,5,3,3,5,4,4,5, ,4,2,3,2,4,2,4.25,4,4.375,2,3.6
3129,4,0,0, ,1,1,3,2,4,1,5,4,4,2,4,4,4,1,5,2,5,4,3,1,1,4,2,5,2,2,5,4,1,5,1,4,2,4,5,3,4,5,1,5,2,2,4,4,1,4,3,3,2, ,1, ,1, ,3,4.36363636363636,4.55555555555556,4,2,4,4,4,5,5,5,4,5,4,5,2,4,3,2,2,3.75,4.33333333333333,4.66666666666667,2,3.7
3138,1,0,0, ,1,1,3,2,4,1,5, ,4,2,4,4,3,1, ,4,3, ,4,1,2,5,4,4,1,5, , ,3,3,1,5,4,5,4,3,3,5,1,4,1,5,1,5,3,5,3, ,2, , , ,2, , ,2.54545454545455,4.44444444444444,2.6, ,2,2,4,5,3,5,4,5,5,3,2,1,3,3,5,3,4.33333333333333,4,1.875,4.44444444444444
3138,4,0,0, ,1,1,3,3,4,1,5,5,5,2,4,5,3,1,4,4,3,2,4,1,4,5,5,3,1,3,5,3,2,4,2,5,4,5,4,2,3,4,1,3,2,5,1,4,3,5, ,2,1, , , ,2, , ,2.72727272727273,3.22222222222222,3.5,1,1,2,3,5,4,5,4,5,5,3,2,3,4,3,5,2.375,4.22222222222222,4,2.75,4.6
3144,1,0,0, ,2,1,2,1,3,2,5,5,5,3,5,5,4,2,4,2,5,5,5,3,5,5,4,5,3,4,5,5,5,5,5,5,4,5,5,5,2,4,3,5,5,5,1,4,2,5, , , , , , , , , ,3.09090909090909,4.33333333333333,3.5,1,2,2,5,4,1,3,3,3,3,4,1,2,1,4,5,3.125,4.11111111111111,3.88888888888889,2.875,4.9
3144,4,0,0, ,2,1,5,4,5,2,5,5,4,4,5,5,3,2,5,3,3,3,5,3,1,5,5,2,5,5,5,5,5,5,3,5,5,5,5,5,2,5,5,3,4,5,2,3,1,5, , , , , , , , , ,2.45454545454545,4.22222222222222,2.5,1,1,1,2,4,1,1,2,3,1,5,1,1,1,4,4,3,3,3.77777777777778,2,4.6
3146,1,0,0, ,2,1,4,2,5,1,4,5,5,1,3,5,4,1,5,5,4,4,3,2,5,4,3,4,1,1,3,3,1,4,5,5,4,5,5,2,2,5,1,3,5,4,2,4,1,4,3,3,3,3, ,4, ,4, ,3.72727272727273,4.33333333333333,3.83333333333333,1,3,2,4,5,5,5,5,4,5,5,3,5,4,4,4,3.25,4.44444444444444,4.55555555555556,4.125,4.1
3146,4,0,0, ,2,1,2,1,5,1,4,5,5,1,4,4,4,1,5,3,4,3,5,5,2,4,5,5,1,1,5,3,2,5,1,4,4,5,5,2,4,5,1,5,4,4,2,5,1,3,3,3,3,3, ,4, ,1, ,3.81818181818182,4.11111111111111,3.5,1,1,2,5,5,4,5,5,1,5,5,2,5,4,2,4,2.625,4.88888888888889,4.55555555555556,2.75,3.8
3153,1,0,0, ,2,2,5,5,3,1,5,2,4,4,1,2,5,3,5,5,4,4,3,5,5,5,1,5,3,1,5,5,2,2,2,2,2,4,4,4,4,4,2,4,3,3,1,5,5,4,3,3,3,3, ,3, ,1, ,4.27272727272727,4.55555555555556,4,4,5,4,1,3,4,4,2,1,3,1,5,5,2,2,5,4.5,3.66666666666667,2.77777777777778,3.5,3.7
3153,4,0,0, ,2,2,2,5,3,2,4,2,3,4,3,4,2,3,2,5,3,2,1,5,5,5,4,3,3,4,4,5,5,3,5,5,5,4,3,4,2,4,5,4,5,5,2,3,5,4,2,4,2,3, ,2, ,4, ,3.45454545454545,4.55555555555556,4.83333333333333,4,2,1,1,3,1,1,2,1,3,1,3,2,2,4,4,2.75,2.22222222222222,2.44444444444444,3.625,4.2
3158,1,0,0, ,2,3,3, ,3,3, , , ,2,3,3,3,2,5, , , , ,3,5,3,4, ,3,3, , ,3,3,4,3,4, ,3,3, , ,3,3,4, ,3,3, , , ,3,3,3, ,3, ,4, ,4.33333333333333,3.88888888888889,3.5, ,2,2, ,4,3,3,4,3,3, ,3,3,3, ,3,2.5,3.25,3.375,3.57142857142857,3
3158,4,0,0, ,1,3,4,2,2,1,4,3,4,4,4,4,5,1,4,3,3,2,5,3,3,3,1,5,2,4,3,5,1,2,2,3,1,4,4,4,3,4,2,4,2,1,5,4,4,3,3,3,3, ,3, ,3, ,3,2.90909090909091,4.77777777777778,3.16666666666667,3,5,5,4,5,5,4,2,3,4,2,2,2,2,3,1,4.125,4.44444444444444,3,2.125,2.8
3176,1,0,0, ,1,2,2,2,3,2,3,4,3,4,3,4,5,4,4,4,3,4,5,2,5,3,4,4,2,2,3,4,4,3,4,4,4,4,3,3,4,4,4,4,4,3,4,4,4,3,1,2,2, ,2, ,1, ,4,3.54545454545455,3.77777777777778,4,2,2,2,4,2,2,2,2,4,4,2,3,4,3,2,2,3.125,3.33333333333333,3.22222222222222,3.625,3
3176,4,0,0, ,1,2,4,3,3,2,4,2,3,3,2,5,3,3,4,3,3,5,3,4,4,4,2,3,3,3,2,5,1,3,3,3,3,3,4,3,4,5,3,3,4,3,3,4,5,3,2,2,2, ,1, ,1, ,3,2.90909090909091,3.44444444444444,2.66666666666667,4,4,3,3,3,5,3,3,2,3,1,4,3,3,2,3,4.125,3.33333333333333,2.88888888888889,3.25,3.2
3187,1,0,0, ,2,3,5,1,4,3,5,2,5,4,4,4,5,1,4,5,5,5,5,4,5,5,2,5,5,2,5,4,1,4,4,5,4,5,5,2,4,5,2,2,4,5,5,5,5,5, , , , , , , , , ,3.90909090909091,4,4,4,4,2,5,5,5,4,2,2,1,1,2,4,4,2,1,4.25,4.88888888888889,2.77777777777778,3.875,4.2
3187,4,0,0, ,1,3,1,1,5,1,4,4,3,3,4,5,5,1,5,2,4,3,4,2,5,5,5,5,2,5,1,5,1,5,1,5,2,5,5,5,4,5,1,4,2,3,5,5,2,5, , , , , , , , , ,3.27272727272727,3.77777777777778,3.66666666666667,2,1,4,5,5,5,5,3,4,4,4,2,1,1,2,1,3.25,4.66666666666667,4.33333333333333,1.875,3.5
3191,1,0,0, ,1,3,5,2,5,1,4,3,4,5,4,5,5,2,4,3,5,4,2,5,2,4,3,4,5,4,5,4,2,5,2,4,4,4,5,4,1,4,5,4,2,5,1,3,4,4,2,2,3, ,2, ,1, ,2,3.36363636363636,4.88888888888889,3,3,3,2,4,4,4,1,1,1,1,2,2,2,2,5,5,3.75,3.33333333333333,3.11111111111111,2,4.6
3191,4,0,0, ,2,3,5,1,5,4,5,5,4,2,5,5,5,1,5,2,5,5,5,4,5,5,2,2,2,4,5,5,5,5,5,5,2,4,4,5,1,4,3,5,2,5,1,2,5,5,4,4,3,3, ,2, ,4, ,2.81818181818182,4.33333333333333,4.16666666666667,1,4,4,5,5,1,3,4,2,4,1,1,2,1,5,5,4.125,3.44444444444444,3.88888888888889,2.75,5
3194,1,0,0, ,2,2,2,2,5,2,4,5,4,2,5,5,5,1,5,4,4,3,4,1,3,5,4,5,1,4,4,5,3,5,3,5,4,5,5,4,3,4,2,4,4,5,1,4,1,4,3,3,2,2, ,3, ,4, ,4,4.77777777777778,4.66666666666667,1,2,2,4,5,3,4,4,5,5,5,1,2,2,3,5,3,4.22222222222222,4.77777777777778,2.625,4.4
3194,4,0,0, ,2,2,4,2,3,1,4,1,4,5,1,5,4,2,5,5,3,4,3,5,4,3,2,5,3,1,3,3,2,2,3,3,4,4,4,1,4,4,3,3,2,5,4,4,5,1,2,4,1,3, ,2, ,4, ,3.81818181818182,4.22222222222222,3.66666666666667,5,4,2,4,4,4,3,1,1,3,1,5,5,5,2,2,3.75,3.88888888888889,2.55555555555556,3.75,3.1
3203,1,0,0, ,2,2,4,1,5,1,5,4,5,3,5,5,5,1,5,4,5,5,4,1,3,5,2,5,1,4,5,5,1,5,2,5,2,5,5,4,5,5,2,5,4,2,2,5,1,5, , , , , , , , , ,4.27272727272727,4.77777777777778,4.33333333333333,2,4,4,5,5,5,4,3,5,5,5,1,2,2,1,4,4.25,4.77777777777778,4.77777777777778,2.375,4.2
3203,4,0,0, ,2,2,2,2,5,1,5,5,5,1,4,5,5,2,5,4,5,5,5,1,3,5,5,5,1,4,4,5,1,4,1,5,5,5,5,4,5,5,1,5,5,1,1,5,2,5, , , , , , , , , ,3.63636363636364,4.22222222222222,3.33333333333333,1,1,1,4,4,5,5,5,5,5,4,2,2,2,1,5,3.125,4.77777777777778,4.77777777777778,2.5,4.1
3208,1,0,0, ,2,2,3,1,4,2,2,4,4,2,4,4,2,2,4,3,4,2,5,5,4,3,4,4,2,3,3,4,2,5,2,4,4,4,4,4,4,4,3,4,3,3,4,4,3,4,4,3,1,3, ,2, ,4, ,3.72727272727273,4,4,2,2,2,5,4,4,3,4,1,4,3,2,3,2,2,2,2.625,4.11111111111111,3.66666666666667,2.625,3.1
3208,4,0,0, ,2,2,3,2,4,2,4,4,4,2,4,4,3,2,4,4,4,3,4,2,3,4,4,4,2,3,4,4,3,4,2,4,4,4,4,4,4,4,2,4,3,4,3,4,2,3,4,4,3,3, ,3, ,4, ,3.36363636363636,4,3.83333333333333,2,2,2,4,4,3,4,4,4,4,4,2,3,2,2,3,2.875,3.88888888888889,4,2.625,3.6
3209,1,0,0, ,1,3,4,3,3,4,4,3,4,3,2,4,4,2,5,4,3,2,3,4,4,5,4,3,4,3,3,4,4,3,4,4,3,5,3,3,3,4,3,3,4,5,2,3,4,3,4,3,2, ,1, ,1, ,3,3,2.88888888888889,3.83333333333333,3,2,3,3,4,2,3,3,2,2,2,4,3,3,3,4,3.25,3.33333333333333,2.88888888888889,3.75,3.8
3209,4,0,0, ,2,3,2,3,3,1,3,3,4,3,3,3,3,2,3,4,3,3,4,2,4,4,3,4,2,3,3,3,2,4,3,4,4,4,3,3,3,5,4,4,2,3,1,3,3,3,3,3,3,3, ,4, ,4, ,3.45454545454545,3.22222222222222,3.5,3,3,2,3,4,4,2,3,4,4,3,3,3,3,3,5,3,3.55555555555556,3.44444444444444,2.875,3.4
3220,1,0,0, ,1,3,4,3,4,1,4,1,5,3,2,5,5,1,5,4,4,4,5,3,4,5,3,5,1,4,4,4, ,4,2,5,3,5,5,3,5,5,1,4,1,3,1,5,3,5,3,1,1, ,2, ,1, ,3,2.27272727272727,4.11111111111111,3.66666666666667,5,3,3,3,5, ,5,3,3,5,3,4,2,3,1,5,4.125,4.75,4,2.625,4.1
3220,4,0,0, ,2,3,5,4,3,3,4,5,4,4,3,5,3,2,5,5,4,2,1,3,3,2,2,2,3,4,3,4,3,3,4,2,4,4,4,5,2,4,3,2, ,1,2,2,1,5,3,2,3,3, ,3, ,4, ,2.72727272727273,3.88888888888889,3.4,1,4,2,2,4,3,3,2,3,3,5,3,2,1,4,4,3.125,2.77777777777778,3.33333333333333,3,3.4
3222,1,0,0, ,2,3,4,5,3,3,4,4,3,1,3,5,4,1,5,5,4,5,2,4,5,5,3,2,5,2,3,3,5,4,3,3,4,3,3,3,2,4,3,3,4,4,2,2,5,3, , , , , , , , , ,3.18181818181818,3.66666666666667,2.83333333333333,2,3,2,1,5,1,3,5,2,1,1,3,4,3,4,4,3.375,2.44444444444444,3,3.75,3.9
3222,4,0,0, ,1,3,4,2,3,2,5,4,4,3,3,5,3,2,5,4,4,4,4,2,4,5,2,4,3,3,4,3,2,4,2,4,3,4,4,3,3,4,3,3,2,5,2,4,3,4, , , , , , , , , ,3.63636363636364,3.88888888888889,4,2,4,3,4,4,4,3,3,4,3,3,3,3,3,3,4,3.375,3.88888888888889,3.55555555555556,2.875,4.3
3231,1,2,0, ,2,3,4,2,3,2,4,1,4,2,4,4,5,1,5,3,5,4,3,3,4,5,1,4,1,3,4,3,1,3,3,4,1,5,5,4,2,5,2,3,3,4,5,5,2,5, , , , , , , , , ,4.36363636363636,4.44444444444444,4.83333333333333,5,5,5,4,5,5,4,4,3,5,4,2,3,2,4,1,4.5,4.33333333333333,3.88888888888889,2.75,4
3231,4,2,0, ,1,3,2,4,5,1,5,4,4,4,4,1,5,4,3,2,5,1,5,1,1,4,4,5,1,2,5,5,4,4,5,4,1,4,4,5,1,4,2,5,1,1,1,5,5,1, , , , , , , , , ,3.54545454545455,4.88888888888889,4.66666666666667,2,2,5,2,2,2,4,2,5,5,1,2,4,1,5,5,3.25,3.66666666666667,3.77777777777778,2.125,3.6
3233,1,0,0, ,2,2,3,1,5,2,4,2,3,5,3,5,4,3,5,5,5,3,4,2,5,4,2,4,3,3,3,5,3,5,3,3,4,3,5,3,1,4,3,4,4,4,1,2,3,3,4,4,4,3, ,1, ,4, ,3.09090909090909,4,4.33333333333333,4,4,2,5,3,3,3,1,4,3,3,3,3,3,5,5,3.625,3.33333333333333,3.88888888888889,3.5,4.1
3234,1,0,0, ,2,3,3,1,4,2,3,2,2,4,2,4,3,1,4,2,4,3,4,1,5,2,4,4,3,3,2,2,1,3,3,4,4,4,4,3,5,4,3,2,4,4,1,4,2,1,3, ,3, , ,2, , , ,3.45454545454545,3.11111111111111,3.16666666666667,4,2,2,5,5,5,3,2,5,3,4,4,3,3,1,5,2.875,4,3.44444444444444,3.25,3
3234,4,0,0, ,1,3,2,2,4,1,4,4,4,3,3,5,4,1,4,3,4,3,5,1,4,3,2,4,1,3,3,3,1,4,2,4,1,4,4,2,4,5,1,4,2,2,1,4,2,2,3,1,2, ,1, ,1, ,3,3.27272727272727,3.22222222222222,3.5,2,4,5,4,5,5,5,3,5,5,4,3,3,4,2,5,3.5,4.44444444444444,4.11111111111111,2.75,3.4
3239,1,2,0, ,1,2,4,2,3,1,3,2,4,4,5,5,5,3,3,1,4,4,4,3,5,4,1,4,3,4,3,4,2,3,1,4,4,5,3,3,4,5,3,4,2,4,5,4,3,1, , , , , , , , , ,2.81818181818182,3.44444444444444,3.16666666666667,4,5,2,4,3,4,3,2,3,3,3,1,2,3,2,1,4.125,3.88888888888889,3,2,3.1
3239,4,2,0, ,1,2,4,2,5,1,3,2,4,2,4,4,4,2,4,4,4,3,4,1,4,3,2,4,2,2,5,4,4,4,2,4,4,4,5,2,5,4,4,2,2,4,4,4,2,2, , , , , , , , , ,3.8,3.88888888888889,3.66666666666667,4,4,2,4,4,2,2,4,5,4,4,2,4,4,1,2,3.625,3.55555555555556,4.11111111111111,2.875,3.2
3251,1,0,0, ,1,2,4,4,4,2,4,4,5,3,4,5,4,2,5,3,4,4,4,3,5,4,2,4,3,4,4,4,1,5,1,3,2,4,4,4,2,5,2,3,2,3,3,4,2,5,3,3,3, ,2, ,1, ,3,3,4.66666666666667,3.5,2,4,4,2,4,5,4,3,3,3,4,2,2,2,4,3,3.875,4,3.77777777777778,2.375,3.9
3251,4,0,0, ,1,2,4,2,5,4,4,2,5,3,3,5,5,3,5,4,4,4,3,3,5,4,3,4,3,2,4,5,3,4,3,4,3,5,4,3,2,5,3,4,5,2,2,4,3,5,3,3,3, ,4, ,3, ,1,4.09090909090909,3.88888888888889,4.66666666666667,4,3,3,4,3,3,3,3,3,3,3,3,4,3,4,4,4.125,3.77777777777778,3.77777777777778,3.875,4
3252,1,0,0, ,2,3,5,5,2,4,4,3,4,5,3,4,3,4,4,4,2,3,3,5,3,3,1,3,5,2,3,5,4,2,4,1,1,3,4,3,3,5,4,2,4,3,4,3,4,2,3,3,1,3, ,3, ,4, ,3.72727272727273,3.55555555555556,3.66666666666667,3,5,5,1,2,2,2,1,1,1,2,3,4,3,3,2,4.25,2.55555555555556,2.11111111111111,3.625,2.7
3253,1,0,0, ,2,3,5,2,3,1,4,1,5,4,1,4,5,4,5,4,3,4,4,4,5,4,2,4,1,2,3,5,1,5,1,4,3,4,4,1,2,5,1,3,4,4,2,4,1,2,2,1,2,1, ,5, ,1, ,3.81818181818182,4.33333333333333,4,5,4,3,4,2,5,5,2,2,5,5,5,4,5,4,4,4.5,4.11111111111111,3.77777777777778,3.625,3.6
3253,4,0,0, ,1,3,3,3,4,2,5,3,4,5,3,4,4,1,4,4,4,2,3,4,3,5,4,4,2,3,3,2,2,4,3,3,4,4, ,4,3,5,3,3,3,2,3,4,3,3,2,2,1, ,2, ,2, ,4,2.81818181818182,2.88888888888889,3.16666666666667,3,2,2,3,5,4,3,1,2,4,3,3,3,2,3,3,2.875,3.77777777777778,3.125,2.875,3.5
3259,1,0,0, ,2,2,2,2,5,1,3,3,4,3,4,4,4,1,4,2,4,3,4,5,2,4,4,4,3,3,2,2,2,4,2,4,3,4,3,4,3,4,2,3,4,4,2,4,4,2,3,3,3,3, ,5, ,4, ,3.72727272727273,4.22222222222222,3.66666666666667,3,2,3,4,5,4,4,3,1,3,2,2,3,2,3,4,2.875,4.11111111111111,3.11111111111111,2.25,3.4
3259,4,0,0, ,2,2,5,3,2,1,2,2,4,3,2,3,3,2,4,3,3,3,4,2,5,2,4,4,3,2,2,3,2,3,2,3,4,4,4,2,3,4,3,3,5,3,3,3,3,3,3,4,3,4, ,1, ,4, ,3.72727272727273,3.88888888888889,4.16666666666667,4,2,2,3,4,4,3,3,4,3,3,4,4,4,3,3,3.25,3.66666666666667,3.22222222222222,3.5,2.7
3263,1,0,0, ,1,2,3,3,4,2,3,2,4,3,4,3,4,5,4,5,4,5,4,5,4,5,5,4,5,4,5,4,5,4,5,4,4,5,4,5,4,5,4,5,4,5,4,5,4,5,3,3,1, ,3, ,2, ,2,2.81818181818182,3.55555555555556,2.83333333333333,4,1,2,3,1,1,2,3,1,1,2,2,2,1,2,2,3.5,3.22222222222222,3.11111111111111,3.125,3.8
3263,4,0,0, ,1,2,5,3,5,1,4,3,5,4,5,5,5,3,5,1,5,2,3,2,2,5,1,4,1,5,5,5,4,4,4,2,1,4,5,5,1,4,3,4,5,4,1,5,2,3,3,2,3, ,2, ,1, ,2,1.09090909090909,4.44444444444444,3.16666666666667,3,5,5,3,3,2,3,2,4,5,4,1,1,1,5,5,4.25,3.55555555555556,4.22222222222222,2,4.3
3268,1,2,0, ,1,1,3,3,3,1,4,3,2,2,4,4,3,2,4,3,3,3,3,4,2,4,2,3,4,5,2,3,1,3, ,3,3,3,3,4,4,4,4,4,3,4,4,4,4,2, , , , , , , , , ,3.5,4.55555555555556,4.33333333333333,3,4,3,3,4,5,2,4,2,2,2,2,1,2,2,2,3.25,3.22222222222222,3,2,3
3268,4,2,0, ,1,1,3,4,4,2,3,3,4,4,4,3,4,3,4,2,3,3,4,2,2,4,4,4,2,4,3,4,2,4,2,4,4,4,4,3,4,4,2,4,3,4,4,5,4,2, , , , , , , , , ,3.4,4,3.66666666666667,3,2,2,2,3,4,4,2,4,4,2,2,2,3,2,2,3.125,3.77777777777778,3.55555555555556,2.25,3
3269,1,0,0, ,2,2,3,2,4,1,4,5,4,3,3,4,4,1,5,2,4,3,4,1,2,4,5,4,3,4,4,3,3,5,2,5,4,4,4,3,3,4,3,5,4,4,1,4,3,4,2,3,2,2, ,3, ,1, ,3.72727272727273,4.33333333333333,4.16666666666667,1,1,2,4,5,3,3,3,5,3,3,3,2,3,3,5,2.625,3.88888888888889,4.11111111111111,2.375,4.1
3269,4,0,0, ,2,2,5,4,4,3,1,4,3,4,4,4,4,3,4,1,3,4,3,4,2,4,1,2,4,4,2,5,4,4,4,2,1,2,4,4,4,4,4,2,4,2,4,4,3,2,4,3,2,3, ,3, ,4, ,2.54545454545455,3.66666666666667,3.33333333333333,2,5,5,2,3,2,2,2,2,2,3,2,2,2,2,2,4.25,2.55555555555556,3,2.5,2.4
3273,1,0,0, ,1,3,3,3,3,2,5,3,3,1,5,5,1,2,3,4,5,4,2,2,4,5,4,4,5,5,5,5,4,3,4,1,3,2,5,5,4,4,4,5,4,5,2,5,5,1, , , , , , , , , ,2.63636363636364,4,3.66666666666667,3,2,3,3,4,2,2,5,4,1,1,1,1,1,2,4,3.125,3,3.33333333333333,2.625,3.8
3273,4,0,0, ,2,3,4,3,3,1,5,3,5,4,1,5,5,2,4,5,3,5,5,1,5,2,3,3,3,2,5,2,4,2,2,4,4,4,4,1,3,4,4,5,4,4,1,1,5,5, , , , , , , , , ,3.18181818181818,4.22222222222222,2.83333333333333,3,3,2,3,4,2,2,2,5,3,1,5,4,5,3,5,3.5,3.22222222222222,3.22222222222222,3.875,4.1
3275,1,0,0, ,2,1,4,3,4,1,5,2,4,3,2,4,5,3,5,4,4,5,3,4,4,4,1,5,3,1,4,3,1,4,1,4,1,4,4,1,5,5,3,2,4,4,2,5,4,5, , , , , , , , , ,4,4.22222222222222,3.5,4,5,5,3,3,5,3,3,2,3,2,4,5,5,1,4,4.5,3.88888888888889,3.22222222222222,3.5,3.9
3275,4,0,0, ,2,1,5,4,3,2,3,2,5,5,3,5,5,4,5,1,3,5,3,5,2,4,1,5,3,3,3,4,2,3,4,3,2,4,4,4,3,4,4,4,4,2,3,4,3,4, , , , , , , , , ,3.09090909090909,4.33333333333333,3,4,5,4,2,2,4,2,1,1,3,3,3,3,2,3,3,4.5,3.44444444444444,3,2.625,3.3
3276,1,0,0, ,2,3,3,2,5,1,3,4,4,2,4,4,4,1,5,3,3,3,4,2,5,4,4,4,2,2,3,4,1,5,3,4,3,4,4,3,3,5,2,4,3,3,3,4,2,4,2,3,1,2, ,4, ,1, ,3,3.66666666666667,3.5,2,2,3,4,5,5,4,4,4,4,4,2,4,3,3,3,3.25,4.22222222222222,4.33333333333333,3,3.4
3276,4,0,0, ,1,3,2,2,3,1,3,4,5,3,4,3,4,1,5,4,3,4,4,3,2,3,3,4,2,5,3,3,1,3,2,3,2,4,3,4,3,5,2,3,1,4,3,5,3,2,2,1,2, ,1, ,1, ,4,3.09090909090909,3.44444444444444,3.66666666666667,2,3,4,4,5,5,4,3,3,4,3,2,1,2,3,3,3.375,4.44444444444444,3.33333333333333,1.875,3
3279,1,2,0, ,2,2,4,2,3, ,3,1,4,5,3,4,5,1,4,3,5,3,4,5,3,5,2,3,4,1,3,1,1,3,1,5,5,4,3,2,3,5,3,2,1,3,5,4,3,2, , , , , , , , , ,3.33333333333333,4.11111111111111,4,5,4,1,4,5,5,3,1,1,2,3,3,5,4,3,1,3.5,4,2.44444444444444,2.85714285714286,3.4
3279,4,2,0, ,2,2,5,1,4,3,4,1,4,3,5,5,5,1,5,1,5, ,5,1,3,4,1,4,1,3,1,5,1,4,3,1,5,4,4,4,1,1,4,4,1,4,3,4,1,4, , , , , , , , , ,3.72727272727273,4.55555555555556,4.66666666666667,5,5,1,5,5,5,2,3,5,5,5,1,3,2,5,3,3.85714285714286,4.22222222222222,4.33333333333333,2.125,3.6
3280,1,0,0, ,1,2,2,1,4,1,4,5,5,4,4,4,4,3,5,2,4,2,2,1,2,2,2,4,4,2,4,4,4,5,4,3,4,1,4,4,4,4,4,3,5,4,2,4,2,2, , , , , , , , , ,2.54545454545455,3.55555555555556,2.33333333333333,1,4,2,5,3,2,2,2,5,2,4,2,4,2,2,4,2.875,3.11111111111111,3.77777777777778,2.75,3.3
3280,4,0,0, ,1,2,2,3,3,2,2,3,3,4,3,4,4,2,3,3,4,4,2,2,3,3,3,4,3,4,3,3,3,4,3,2,4,4,4,3,2,4,4,2,2,4,4,4,3,2, , , , , , , , , ,3,4.55555555555556,3,3,3,2,3,4,3,2,2,4,3,3,3,2,3,4,2,3.125,3.22222222222222,3.11111111111111,2.625,3
3282,1,0,0, ,2,2,5,5,4,2,3,1,4,4,2,4,4,5,3,4,3,4,2,3,4,4,2,3,4,2,3,5,5,5,5,2,4,4,3,3,2,4,5,4,5,3,5,4,4,2,3,3,3,3, ,3, ,4, ,3,3.88888888888889,3.5,5,4,2,1,1,1,1,2,3,2,2,4,4,3,4,1,4.125,2.33333333333333,3.11111111111111,3.875,2.9
3282,4,0,0, ,2,2,4,5,5,2,4,3,5,2,4,5,4,1,5,5,4,4,5,5,5,4,2,5,4,1,3,4,2,4,4,3,4,5,4,2,3,5,3,3,4,3,5,4,5,2,3,3,2,3, ,3, ,4, ,4.09090909090909,4.44444444444444,3,3,4,2,1,5,4,3,4,1,2,1,2,5,4,3,1,3.75,4.11111111111111,3.22222222222222,3.875,3.2
3286,1,0,0, ,1,2,4,2,4,1,4,3,4,4,4,4,5,2,4,3,5,4,4,3,3,5,2,4,3,3,5,5,1,4,1,4,2,4,4,4,4,5, ,4,4,3,2,4,4,1,2,3,3, ,3, ,3, ,2,3.45454545454545,4.22222222222222,3.66666666666667,3,4,4,4,4,5, ,2,3,3,2,2,3,2,2,4,4.25,4.125,3.33333333333333,2.375,3.7
3287,1,0,0, ,1,2,3,2,5,1,5,4,5,5,4,5,4,1,5,4,5,3,4,4,2,4,3,4,3,4,4,4,2,5,4,2,4,5,4,5,4,5,4,4,2,4,2,5,2,1,3,3,3, ,3, ,3, ,3,3.18181818181818,4.11111111111111,3.83333333333333,2,3,2,4,5,4,2,1,2,3,4,2,2,1,2,4,3.25,4.22222222222222,3.66666666666667,2.25,3.6
3287,4,0,0, ,1,2,4,3,4,3,3,3,4,4,2,5,4,2,4,5,4,4,3,2,4,5,3,4,3,2,3,3,4,3,4,4,4,4,4,3,3,5,4,3,4,4,4,3,3,4,2, ,2, ,1, ,2, ,4,4.27272727272727,4.33333333333333,3.16666666666667,3,3,2,3,4,2,2,2,4,3,3,4,4,3,3,2,3.5,3.22222222222222,3.33333333333333,3.875,3.7
3292,1,0,0, ,2,2,4,5,5,1,4,4,4,2,3,5,4,4,5,5,4,4,2,1,2,3,3,3,3,4,4,5,4,4,4,3,4,3,4,4,4,4,4,4,4,3,3,3,2,2,3,3,3,3, ,3, ,4, ,3.45454545454545,4,4,2,3,2,1,2,2,2,4,5,3,4,3,2,2,2,3,3.5,2.44444444444444,4.22222222222222,2.875,3.3
